review,polarity
absurdly large file android browser lollipop upgrade longer space available updates. would gladly uninstall could. 40 megs android browser??,0
hate new update shifted tab lower key....its sooo irritating..tab looks good chrome window only...i want tht bk,0
chrome browser (update: 3) ... barrister akash. fine application like application also love thi application. essay browsing & perfectly working . given application 5 star (*****) akash.,1
bookmark folders happened bookmark folders? everything organized like computer list. kind hard find things like,0
"best agree totally last poster. chrome simply best android period. i've tried crap yeah features none ever used. chrome laptop pc synced together. simple, direct point that's like forget fast.",1
good... chrome improving...! problems 1)we can't change default download location. 2)app size high. 3)can't save web pages offline viewing. 4)can't stop loading web pages easily.,1
"samsung galaxy s5 sm-g900f always come back chrome works many sites use, better browsers. need improved data savings update quick! malware blocking may already included now, i'm sure?. importantly needs ad blocker, obviously going effect google's business model. chromium download please?",0
"decent, getting worse update. undisputed go-to app browsing past couple years now. getting buggier update. crashes frequently, especially lot tabs open simultaneously. unresponsive heavy websites. still hoping devs google fix i'm still huge chrome fan gonna continue using it.",0
"garbage. user choice allow users lock toolbar. makes sense hide url tiny bit extra vertical space big screens. also needs option show tabs top rather separate screen reason. still pdf support!? finally, stop unloading tabs gigabytes free ram. overflow menu cluttered mess.",0
chrome since last update can't scroll & entire page blinks & blinks. hurts eyes. ug. slower & freezes & big. download mp3 many sites use another browser. download. --mrsgwennd,0
"multitab button top-right side missing! ! u cant switch multiple tabs easily bcoz small box top-right corner (that tells u many tabs r open) more. also, u play video website, audio video wont moving speed, meaning video frams move ridiculously slow audio plays regular speed. guess thats problem flash player. overall poor web experience browser.",0
"ads whatever reason sometimes, think, would open show security ad. i'm even clicking chrome still happens. plz fix annoying thing",0
beta best version chrome browsers can't open bookmarks new tab incognito window. can't switch tabs bookmarks tab. horrible features. following issues across barstools chrome browsers: desktop preferred option. webpages refresh default lose typing switch another app. tabs mixed os annoying. user agent switcher,0
average good watching online videos watching videos would prefer stock aosp google browser uc browser + mx player.,0
"2 big issues 1 . download manager chrome , select save target , control download , can't pause cancel times unable download file . 2 . can't use two chrome tabs multi window note 3 , note 5 work note 3 . plz fix",0
"dear google hate tabs work samsung galaxy s6. want keep tabs open, watch 10 series once. want reopen tabs every time open chrome. habit closing running apps save ram usage. please make tab feature old s4!!",0
"video player issue guys..this unbelievable. ..every time updated, video player work. full screen video start stops every 10 sec. imposible watch. really know kind update this. happens exactly contrary affirm.",0
download stops iteam iam downloading stop half way 13 percent begin all. please fix ill rate 5 stars,0
bad bad google sent password recovery options updating browser app? -5 stars. time go apple windows phone platform america!,0
"translation use browsing visiting viet chinese country sites translations, using uc browser downloading.. app replace uc fast downloading speed..",0
"account private keep saying account private , needs verify . , keeps asking cp number . already filled gven information keeps mentioning security , dont know deal , tell ?",0
"loading login re-download wechat full , bufring loading , always stuck 2% 3% force close? pls fix . give 5star u fix it.",0
translation hilarious translations chinese english make sense all... chance edit noticing translate properly?,0
apps error recently.... phone wanted post picture... sorting newest... showing oldest need scroll end,0
"miui7 photo n sights show moment although refresh many time ad, fix probs pls",0
server error 1-1 cannot login..server error 1-1..all application open..but wechat can't..try uninstall install still can't..pls respond..,0
"erroneous app !! wechat app loading location data therefore i'm able find people nearby. previous version used work fine droid new version irritating lot. now, app use can't explore new friends locality. :(",0
chat wechat simbol bluetick seen dont know we've reading text hope apps diffrent thing right,0
"force close!! im using asus fonepad k004 model..after last update june,my app always keep force close..try reopen failed again..until new update,still occur..any solution?already try old version still same..hope improvised..thanks",0
letting log in! try log account user id says needs verified sending code phone never does. even press resend mutiple times. please help me?,0
"connection issues version says can't connect server. , error report 1 -1. everytime either connected cellular data connection wifi",0
lucky money money sent want give chinese friends token luck see lucky money wallet anywhere???? english wechat.,0
"wechat wallet still disappears people using wechat wallet english ios app ages problems, yet put android wechat app english, wallet disappears! please fix english android app wallet disappear change language chinese english. wechat wallet incredibly useful, actually use it!",0
cant find near people around me. unable load location data fix asap!,0
can't restore history messages latest version 6.3.8. cannot find backup restore button. general also chat. new chat history meant migration another phone. can't restore wechat history phone. feature remove? last time. please put back feature.,0
getting hang chatting someone seriously gets hang suddenly able type open wechat mints saying wechat responding properly stop pls take look .,0
met life girlfriend heads app. thank wechat & entire team .,0
can't see upload photo moment... why? this..wechat problem now.. why?,0
"awesome, less awesome really great communications app, better i've found. sadly last update took cool feature away. please bring back walkie talkie. know silly idea much used it. one features makes fun talk again.",0
"custom emoji work custom emoji show preview, become blank! cannot send emoji now, please try fix error.",0
"ugly design. autoimport old install. iphone ui design android app?! come on.. one day suddenly start - showed globe quit. nothing similar happened alternative apps. top reinstalled ignored user folder even though pics, supposedly chat, wechat read folder empty chats inside wechat reinstall. awful.",0
"worst update,!! slow ,,,!! phone frequent hang opened app, typed message half way can't move ,whole screen stucked, forced close app manyyyy timess...!!! whole app functions become slowww.. loading damn slow &gt;,&lt; happpenedd??? thought new update shld improvement getting worse...??? wasted lots time !! plss help solve it, tq much !",0
wechat 6.3 wechat longer free hate wechat longer free playback sound video muted finishing call wechat out. charge mark yet?,0
"wth can't login wechat uninstall thn tried re-download shown can't install app ' wechat ' can't installed , try server error 505 apps open wechat ! fixed problem well plsss &gt;&lt;",0
problem samsung galaxy s6 seems like can't log in. telling pswrd work try reset says number banned? really frustrating one day thought app amazing now. please tell fix problem. app problematic one helps,0
"err... back restore chat history? used able older versions. would remove crucial feature? even trying backup using windows wechat, idea backup is. says backup phone, phone?? phone's internal storage that's useless me, cause need wipe clean reinstall system. sdcard, where?? comparing backup/restore feature whatsapp, wechat's absolute joke!!",0
"forgot old wechat password! want reopen old wechat .. but, forgot password wechat old .. old wechat info also incomplete .. link facebook .. qq id .. telephone numbers also update .. remember id .. go back ?? please help me.. đ­",0
ur latest update friend made video call ur latest update video friend z vry clr bt voice cnt b heard friend plz plz resolve dis problem plz plz kind request,0
"new update crashed samsung note4 phone suddenly black & shut down, receiving wechat message notification update. chat backgrounds gone blank & can't find stickers well!! uninstall app, know chat history not..",0
"bad new update, sight swipe chats gone please put back option users could quickly record sight swiping chats screen. horrible try record sight now, go many screens. time open now, moment gone! i've missed many moments would recorded before. change something works well broken?",0
can't download pics used able download pics conversation save phone. option anymore. long press gives every option option download,0
"video capture moment video moment go. want capture video cant find capture video. slide downwards nothing came out. bcuz new updates,there video new updates? fix problem pleasee.",0
want know people see 10 post can't like comment post ? mean unfriend something wrong ?,0
unstable call connection showing unstable call connection message screen whenever try call dear ones. getting worse leading self disconnection calls. hope u guys notice make sure problem solved,0
"problems showing pics download android 5.1.1 wechat team troubleshooting procedure. viewed previous standard tips wechat tencent, work all.",0
"awesome voice quality best class audio. plz include group voice calls, video calls it. option add another person call provided.",0
"shake function working. chat update weeks ago since time i'm unable use shake function, use status looking people shaking phone members pop's .please fix .",0
"receive messages!!! message always send tomorrow , today, please fix it.it cause many problem.",0
"can't hook credit card wallet unable connect american express credit card wallet. get message system busy. please try later. also, can't post text post moments?",0
please fix error new version p8 lite user cannot open viber... open it. automatically close cannot log see contacts messages pls fix.,0
"good job but.... please reduce size. running services consume less memory background. new version option show viber accounts contacts menu, shows contacts only. blocked contacts invisible blocking.show allowed contacts. thanks.",0
contact image disappears idk can't c newly added contacts pliz fix dis i'll give u 5 stars straight away,0
"ads ruin fav app mean ads viber desktop. dial friend, start talking happens next is: microphone turns off, speakers turn browser starts launching. friend saying something everyone hear cant hear pushing buttons like crazy trying stop browser launching. take phone. happens every time viber desktop ad launches 3s make call. thats right way stop using smartphone app.",0
ringing tone whenever call someone shows ringing calling sound. keeps going offline automatically . fix new update pls!,0
theres delay messages. u know u messages u open app. doesnt notify u even ur connected internet. wtf,0
mark found viber extremely efficient way communicate loved one. skype well good viber.,0
"new message notification fault notify new messages real time. identify new messages open app. therefore, respond messages real time.",0
"sgh-i727 android 4.1.2 new platform showing contacts reduced rating like online status give us option identify contacts online without tap contacts one one see individual online status without necessarily disable/enable personal settings. useless option work ...frustrated users ratings going lower lower..loosing edge specialy response you, automated generic privaye email",0
improve... please add feature see online contacts only.we tired searching contact knowing whether online not...thanks .,0
"viber rating - lacking code android phone, call widget top command settings alterations screen. able moved can't find setting turn off. might wanna fix it. also seems want ring android phone make call.",0
big problem new update showing contact setting prob sum thing fastly,0
can't open update app crashes open neither second! uninstalled installed many times - change! please let know fix it! people write receive nothing.,0
"wish mute button selected people. like far like skype now. hope next update option like mute button mute someone recieve notification particular person without deleting message blocking coz would rude that. option hide seen mark unread. good liked it, that's concern.",0
latest update viber yet update problems....i send messages try make call saying ringing there's sound think actually ringing nobody answers calls ...almost every time viber updates part work ...please fix asap...i'm england ..thank,0
cant use able call contact please try fix. ill give stars,0
good app call texting. overall everything ok. important thing battery drained fast online. please add android auto support rate 5 stars.,0
"low quality know sound bad, especially talk. use meizu m2 mini slow phone all. update setup whitch fix it? rate 5 stars there's fix.",0
"please fix new version. new version seems good. cannot open viber account. tried open it, it'll automatically stopped. please fix one. thank you.",0
happened! give messages time people hear outcalls all! please fix wise would give 5 stars!,0
good remove contacts please... lot ppl hate soooo much... boring ugly... till find wanted contact need search 2 minutes...,0
"option separate viber contacts? see viber contacts separately, shows together last update, good, call drops , video call can't hear person properly ....",0
issue last online time refresh last online time automatically... restart phone shows latest online time... please fix guys... otherwise gud app,0
"poor service days last one month viber service detoriated day day...now application respond slow even 3g network. wifi message always displayed network available, please check internet connection. happend developer team? sleeping? google market viber disappeared suddenly.",0
voice messages problem times recorded message delivered completely... always missing big part it. noticed happens ever cellular network unstable... ever big disadvantage app.. hope fix give app 5,0
love viber viber excellent chatting software. one tiny negative comment you. sometimes takes delay reach message even online. stickers cool...,1
"contacts delays me? new update, contacts showing including using viber. old version allows hide contacts using viber. also notifications messages delayed. pls fix this.",0
"wtf keeps going offline automatically ,my messages never comes open da app",0
fail every update best app received messages reply wont send. video calling auto exit even good signal. good before.,0
"excellent long good service, works great. use talk family chile asia. cuts wifi excellent service.",1
call disconects every 5 seconds thats two beep sound one hated sound viber. can't u guys fix uninstall app use app,0
install reinstall app cant go back previous version.. pls new version annoying. options contacts set want viber contacts appear. contacts shown even using viber. pls fix,0
"viber voice messages chatting, viber best app market. calling services - even messenger performs better. app optimised wi-fi usage. newest version (until 23.12.2015) new option introduced, allows see friends seen message group chat. well, working makes little bit mad - finally function introduced viber still working properly.",1
viber s.a.r.l. app helps stay contact also video options picture options. really nice app pretty stable running. video audio issues well video call drops annoying. sometimes app unstable mostly attributed network issues rather app itself. recommend app.,1
"far nice useful but... please, introduce option choosing group someone add you, hate people put group bunch strangers sharing irelative stuff without approval knowledge, otherwise, app rocking!",1
great app love it. says. course going slow connection fast enough. works well family overseas.,1
excellent reception amazing app lets keep touch family friends without worry expensive mobile bills.,1
"ok useful app.xcept now, viber working great.sometimes says disconnected something although stable internet connection.i hope gets fixed.",0
app stops mid call issue viber moment android. usually great app stops working random times.....very annoying ..... uninstalled reinstalled 3 times now...... may need find another app.,0
viber think going guys know figure free rings sometimes forget ring forget shop. message one i'll let know hope figure later that's paper right,0
make calls 5 bars verizon 4g keeps saying connect call. far connected 1 call 1 bar person hear me. tried 20 different locations city live around 4 5 bars. calls made. fix this.,1
đ u send vids android devices u apple devices 16 seconds u make u can't use short vids album/camera roll video calling good u also can't icon group chat đ everything else good except sometimes takes 10 minutes send one text!!,0
slowly becoming less less functional functionality within app seems diminishing - hangouts automatically compress files sent via mms results many bouncing back. muted conversations still ring new message received non-muted thread. google's way forcing people messenger going force i'll use third party apps,0
google messenger hangouts become one google messenger hangouts become one app works like imessages except android. detects using hangouts/google messenger send message form hangouts (which show conjoined app) detect using hangouts/google messenger simply send sms message instead,0
"great works right download mms. says they're download them, loses message switch different app try download instead.",1
"good. please fix voice video calling. then, know, it'd nice there's kind sound message gets sent, like texting apps. app, though, shows there's sound anything. nuisance, but, better sound.",0
"ok simple stuff, feature lacking poor layout basic messaging fine, still lacks sending voice messages video clips. bit slow load conversations. overall recent changes ui make feel cloogy. simple actions like opening app going back message listview shows signing spinner -- obviously ideal every action, especially since uses google auth services đ",0
"really? honestly ussd love app.... realize honestly terrible. still use every often sms, suppose theres bulk programming 4g lte told signal send text. better google!",0
what's new: broken. differently. again.. bad google small company resources create good product. latest update made camera go almost black speaker stopped functioning. hold phone ear hear person.,0
fraud! select app install. installed automatically. allow uninstall. google fix this. i'll go attorney general. right.,0
would like see currently online? performance latest app deterioted. list online friends? one important aspects gtalk never let shift chats fact know online chat (by chat mean get replies conversation). please incorporate feature earliest install back.,0
"like new update latest update fixed issues previously mentioned. real problem, even using project fi.",1
use this? google think time make changes team. planning making horrible aps? apple microsoft paying that?! what's dark theme beginning useless app?! make ability sending files pls. make everything one place. need dozen usless aps!,0
"okay, complete crap one change profiles see sms hangouts. app much better could always easy select wanted send sms hangout.. app completely useless!",0
meh... hope supports dual sim used default sms manager. hangouts running slow opening conversation,0
"often painfully slow. needs useful tablet ui, quick reply, ability send video. features ios version almost 2 years really excusable company runs android. kind thing makes people switch ios makes android phone lovers buy ipads instead android tablets.",0
still notifications ugghh!!! please fix cant talk people k ow message click hangout load send message see received! đąđ used great app galaxy note 2 blah sad used hangouts phone chrome book...now work phone works chrome ....... please please ease fix notification become 5 star app,0
man hate google android went messaging default changed hangouts instead sms. stop forcing settings change push updates! man i'm moving apple soon able! hate phone system!!!,0
"ui & customization dark theme color options. reply directly notification panel. options change contact photos initials hide timestamps. please bring back gesture takes back conversation list swiping left edge. write message area cluttered, make simplistic + sign. replace visible phone number name contact send sms to...",0
please add option love using hangouts im sms sending photo share menu app defaults sms plan thus costing money. try go back hangouts app quits. leaving way choose want send picture via mms/sms hangouts (im). costing small fortune. option choose messaging service want use sharing photo would great.,0
"issues love app issues lately. started telling hangouts longer supported google play. send video, video chat seems lag really bad. wish something like imessage regular text facetime.",0
notification system poor. notify message arrives. slow chat also.,0
can't send messages settings sms account settings fix thought got would good thought wrong,0
newest version receive push notifications revert original hangouts app fixed.,0
"google messenger, unite hangouts & dialer, big problem,i updated android 6.0.1. ever since update, contacts mobile contacts since, merge, anything! acts regular text messenger, please fix! need google voice, hangouts & dialer fail work merge all.",0
"fail boat arrived 6.0 version touted advanced, fact contains big old disappointment. widget (which even available google urged us switch sms function hangouts), longer available. wth? fail. want use sms app, messaging app, can't even give quick review widget home screen? pffft! rolled back 4.2 apk. using standalone google messenger app offers one two excellent widgets (one, person-specific).",0
"used favorite app... app used messaging quite while. way notifications stopped working. major annoyance proved extremely problematic well. love everything app apart fact notify get message. since google application think bug simple would gotten rid of, must say, i'm quite disappointed google team.",0
can't google get company used internet search engine would think google would smart enough conjure team fix problems have. also agree others thinks google messages hangouts combine somehow make work iphones imessage works,0
make phone calls? see anything shows make regular phone calls. please help.,0
"bugs, bugs, bugs update. unable improve something already good, #$&@ up!(google talk?) notifications bugs place. edit: application must reloaded ultimately able view messages. edit: crashes day long requires phone reboot time.",0
"galaxy note 4, note 10.1 tab & tab 3 7.0 getting better much better keep working especially talk texting! also, google voice please, please, please fix wth text & receive text google voice reallyđđ˘ đ facetime contacts w/4g lte & new update 5.1.1 please mess marshmallows 6.0 broke please stop trying fix it. google making want come retirement come work guysđ˛đđđ",0
mms failure still issues group messaging images. even tried fixes proposed google product forum. shocking primary mobile app platform google can't get right. i'm nexus 6p also good hardware excuses.,0
"still widget? come on! used use sms. anymore. unacceptable! instead adding new welcome screen latest update, brought back widget",0
mic speaker working oneplusx works okay put speaker one plus x. mic stops working. works skype normal calls. hangouts issue there.,0
"stay toes new issue every month every time solve issue app, new one seems crop up. recently stopped receiving sms husband uses google voice. went troubleshooter directed make sure messages ending spam folder. well, that's accessible desktop app. can't even view spam messages android app, mobile website. gtfohwtbs.",0
1 major annoyance new update show online define online means. hangouts? google product? using g+? re-add timestamps message? please add dark mode feature well,0
shame share picture contact people google account sees pictures pictures supposed private picture shared contact. đąđąđą,0
"text notifications work loved hangouts. however, since months ago, i'm able receive text messages notifications. really annoying! receive voice calls invites notifications. i've looked everywhere solution able solve problem. i'm giving up. i'm frustrated!!!",0
notification problems hangouts keep push notifications. update messages go app manually update. issue months.,0
husband can't send msgs other. saying ends one ain't receiving msgs time.. one messenger can't recover see msgs got blocked . help fix,0
"constantly erases text frequently lost messages i've typing, sometimes long ones, screen changes orientation. tip screen even little messenger shift orientation instantly erases everything i've written.",0
"latest update clientside recent update added following features need changed client side only: colour, nicknames, emoji. three change appearance chat stream community controlled. issues change everyone's layout. need controlled every individual choosing.",0
"dark background? day age, app produced company large facebook, moving away xmpp (thus stopping use third party software users' choosing) option dark/black background... seriously, get times.",0
updates updates still improvement high ram usage. drained battery much phone hot using messenger only. even sync issues sync supposed to.,0
two stars cuz update isnt working properly remains connected send msg automatically disconnectec ths msg takes aprrox 2 mins send...plz fix prob soon possible...tnx,0
"says does, chat heads limitations. issue almost everyday conversation open chat head, paste copied clipboard. everything works fine enough.",1
gone crazy latest updates..it seems force closed even dont use it..always popup error msg almost everyday..it seems trigger whenever switch mobile data wifi connection..,0
"every time press send button, black background appears. happen update. sucks coz forces whatever i'm stop, like watching videos.",0
please something slow need update please add feature go directly start every chat like whatsapp. scroll hours go top finally goes bottom.. danm it. would give 5 stars someone solve one please expecting response,0
keeps losing connection ever since update messenger losing connection get i'm connected wifi ever since. also thought chat bubble allows open chat another application? well ever since recent update every time open chat bubble exits application i'm on. know bug something please fix it.,0
"sometimes, turn wifi, messenger fb apps stop responding. dont kill app leave while, would jam phone. looking cause.......",0
"bug?? i've updated messenger latest version dont seem able add nicknames change chat colors, even emojis. yes sure latest version android kitkat, seen minor changes new features wont show??",0
richard perez like it.moved sd card get back.now trying download like three hours.out high speed data.and can't connect wifi.don't know download going complete waited rated four stars.,0
tool throw ads use app electronically monitor messages looking key words. recognizes grouping words start send adds news feed similar subject talking conversations,0
can't call can't make going calls anyone facebook.. person im calling answers call says contacting mins operator says person calling can't reach leave message beep.,0
causes android device register touch app causing issues making can't use upper left menu devices. multiple people reported caused app please fix rate 5 stars.,0
can't change color like every one els friend updated mine phone got change colors mine stayed ether fix i'm using crap app,0
wifi full internet connection. always says connecting top. cant send messages. fix this. right now. happen update.,0
"messenger/facebook integration issue ever since last update, initial received messages get pushed messenger app get notification facebook app messenger app. open facebook app happen see message. click icon opens messenger. subsequent messages go messenger app, unless close chat head... start notification go facebook app.",0
good working keeps messing face book must big deleted face book works,0
work anymore last update worked fine tablet start open close down.,0
"always sorry, messenger stopped. besides, friend offline minutes already show active minutes ago. sometimes lag. pls fix it.",0
"like button like button, know thing actually change sticker(ie snowman) update never worked me! i've tried uninstalling reinstalling nothing still work",0
"chat would make changes chat colour name people idea, update changes person 5*",0
messages sending receiving right away poor excuse instant messaging app. needs send messages instantly. tried reinstalling app switching data / wifi connection without success,0
voice massage work can't send voice message friend. phone's mic good messenger working. tell working,0
unfollow tool function unfollow controls work tablet friends. go pc based messenger adjust feature,0
stop opening like full app used able play music youtube answer messages. stops video time click chat head. really wanted close app go another answer message would use something else.,0
made life hell!! really sucks cell hanged time needs improve much đ đ đ,0
"chatheads disappears chatheads keep disappearing even i'm closing it, what's sense messenger without quick access. app still force closes even times imw using",0
can't see change nicknames?! friend change nicknames mine see settings change nicknames? change color anything why?! fix it! please faster grr!,0
can't log since latest update trouble logging in. can't log account keeps saying phone connected internet. try open browser connect internet. please fix this.,0
"linda cooper hardy essential times, communicate one person another. open read know. like aspect messenger field. sometimes facebook wish could one another conversation ~ whatever. find necessary discuss personal subjects may start facebook, end messenger. like phone party lines, would enjoy privacy option. now, messenger.",0
"two stars used work really well colors nicknames emojis really cool snow hearts sending emojis really cool. last update really s***s. can't use app using chat heads, youtube stops using chat heads, message sending slow, sometimes even feel i'm connected internet sometimes can't even send messages. please fix soon possible.",0
"useful well designed, however glitchy app really well designed. however, i've begun notice end call mute call loses reception wifi issues either person's end, app record long conversation lasted. fact, show call even took place.",0
"send message active internet connection, message can't sent. connection problem, etc",0
"app continuously losses connection, times close app reopen reconnect. every message also takes around 10 seconds send",0
makes top left screen unresponsive many lg v10 users lose ability tap top left screen app installed. issue makes uses apps impractical sometimes impossible issue holds phones hostage. fixed i'll change review 5 stars.,0
"keeps crashing ever since started using more, crash every ten minutes. starting get annoying, however convenient saving text messages since unlimited messaging",0
"privacy nice works agenda smartphone but, think might something contacts app want block download app... way give option send invitations, option block them...",0
"avid fan wapp; thats call it.. recommendation.. u guys include feature stay offline even internet connectivity on.. right internet on, keep getting msgs even though want stay offline n receive msgs... please work this.. rest u people rock đ",1
"notification displayed system notification panel!!!! latest update version-2.12.367 asus zenfone 5, able get notifications new msgs received notification panel upper side..it doesnt get displayed!! plzz see coz get notified msgs received..bothering much :( :(",0
whatsapp use app blackberry messenger basically gone away. friends & family live world. really helps keep us touch!,1
occasionally receive notification message(s) know someone replied actually open app suddenly lots messages come through... 5 stars fixed,1
"ok !!! 1 request... 1-2 yrs whts app desperately waiting feature shows active live whts app users contacts. whatsapp add feature, 101% sure whatsapp rock... !!!!! đđđ",1
contacts name pic wanna know alot new contacts appear appears online pic status don't... problem solved?!!,0
ui updates 1. group included group status... common event event posted group status.. group name need changed. . . becomes difficult identify particular group particular festival group name seems similar. 2. profile picture profile status one place seperate... status shortcut profile picture go settings profile comes profile picture.,0
"can't work latest update keep getting message app stopped working last update. phone screen freezes can't use phone reported problem (sent feedback). please fix uninstall. samsung galaxy note, first model.",0
cant see new emoticons sony xperia z3 cannot see new emoticons. updated twice sinxe release cant see them. even friend crapberry see cant. give app 5 starts fix it.,0
"add : search people persons number , whatsapp able search name , add something . would 5 stars ...",1
"simply good but... think loss reply option keeps people away app because, especially, groups, necessary show chatting with...",0
"whatsapp tips make medium, base friendship. stop talking friend online. find ways interact.this way even whatsapp available, friend exist.",0
last seen dp showing last seen display pictures contacts mine shows privacy set everyone. show set contacts... happened last update. kindly fix it.,0
"refresh properly added contacts show whatsapp...i hit refresh button, luck.",0
really good but.. everyone address book exactly friend.. sometimes u dont want certain people see ua status dps... even u knw well... could additional feature like favourite list something like would give 5 star fo sure...,1
lack options closed code many options years implemented whatsapp simply copy pasting features telegram creates. moved telegram whatsapp steroids even offers desktop integration use pc more.,0
"nice app best feature friends get touch it.. runs well roaming low signal.. hope see improvement group chatting tag feature topic hashtag feature within group, refer particular topic discussion , like twitter etc.. within group public ..would great.",1
"good good use . found fualts . writing lengthy status ,the words enter starting visible. edit words slide text written . make status editing line step step instead single line.",1
privacy must provide system one able download profile image. moreover video calling option 5 rating must! kindly needfull..!,0
great app but... heard apple added amazing emojis i've complaining seeing emojis iphone friend users send bothers me. add new emojis please? thank you.,1
wtf worked last 3yrs. sudden almost msgs dont send. neither friends. tried meeting someone recently couldnt get others msgs missed out. use use one friend constantly barely works. hell,0
what's app format mobile massages sending left side layout what's app starting left old mobile right side. feel much trouble due,0
wrong details last seen upgrading new version....if som 1 sends u msg...and u see msg hour...u see sender online...and minutes shw tht person offline...on tge othr hand...sender online since send last msg....resolve soon,0
annoyed whatsapp used work great!! recent update messages want come unless went app. assumed phone samsung said everything working great. advised uninstall reinstall whatsapp. that. picked old number backed everything up. got initiating please wait moment page 3h nothing changed. way solve this? would really like get back online.,0
what's app support account multiple devices that's security that's good buy new phn sometimes used go phn switch that's good support account multiple devices,0
storage setting guyz work storage options whatsapp everything goes internal memory able transfer media files sd card otherwise app cool!!!,1
"whatsapp = free want app basically free forever, get line: free calls & messaging... personally like line able get different stickers/images send chat.",0
texts delivering. i've checked internet connection & working fine. please fix & i'll give 5. thank,0
"backing messages dnt know even added message back up. since morning anytime open whatsapp pop appears backing messages,which makes able read messages. could done way work background popping thus preventing reading messages. #pls #stop #that",0
"stickers!!!! stickers?it fun. make arrangement stickers.nor,i uninstall app.",0
"puro malware viva telegram! nose como han hecho que con la nueva funciăłn de marshmallow de compartir que te salgan contactos directamente, solo te salga whatsapp. siempre uso telegram han conseguido que nunca salga esta funciăłn con telegram solo con whatsapp. desinstalando ya.",0
"still broadcast list improved improve back option... give 2 options 1. media, #2 without media/only chats...",0
"help i'm able send receive msgs !!.. wen try back chat, tels dat i'm roaming chats can't backed internal sd card!!",0
"ehhh. first gave whatsapp 5 stars. decreasing three. multiple reasons this. 1. let send videos matter long are. 2. create feature make custom vibrations different contacts. 3. completely invisible block someone. 4. wake screen get message notification. 5. choose mark message unread, reflect sender message unread. 6. make video chat available. 7. update emojis!!!!!",0
"work whatsapp messages sending (it connection problem, checked) tried reinstalling even let set account now... ask phone number keeps trying connect fails (again, connection problem) do? :/",0
love switch sign button sign option helps maintaining personal space. keep check constant addiction usage service help striking balance personal social life.,1
working updating..hangs phone nd freezes entirely... takes much time open sometime... please resolve soon possible,0
lil. features included option u profile pic visible everyone.. block people can't even send msges.. also no. people group (maximum 500),0
"every company use slack usually give 5 stars, man, slack great group company communication, office, home, go. takes bit getting used well worth it.",1
"glitch: working galaxy note 5 third time downloading note 5, less 1 week old. worked perfectly note 4. happens first, right install, works good. then, able touch top lefthand icon gets channel options. so, i'm installing again.",0
sucks! always shown offline unable send single message team.,0
"edit: gif support, yay! addressed app get 5 stars::: manually resend messages bummer. terrible traveling spotty net.",0
"makes everything easy slack easy use right (ridiculously well polished) features. backed genuine, caring honest team. almost seems like want happy even *after* give money! crazy!",1
"good app free great collabo app, especially since free. asked 2 things slack delivered: 1. proper gif viewing 2. ability change profile pic app. functionality complete!",1
"great features, notifications work title says all, app says getting notifications phone i'm getting any. would rate 5 stars resolved.",1
works fine part. sure decides sometimes notify sometimes not. guess something inactivity logged devices (i'm usually logged 24/7 2 computers phone).,1
"repeat support animated gifs now, maybe good idea would actually support them.",0
great app latest update slack enabled app experience gifs smoothest implementation definitely step right direction. really enjoy using app responsiveness user comments makes great experience.,1
best app can't believe free! treat paid it.,1
"add gif support, i'll give 5 stars. edit: gif support added indeed. here's 5 stars!",1
"great app, mainly use keep team together cross sites.",1
excellent entire team would lost without this. works web app exceptionally well too.,1
works really well slack android works flawlessly nexus 7 way better use ios desktop versions. latest update fixed couple ui/ux issues introduced previous update glad see scrollbar's back swipe view channel history.,1
"unable change alert sound. options. unable enable alerts per channel, keywords direct. closer beta app.",0
good good app far. great features overall performance.,1
"excellent app great, keep good work guys !",1
wonderful project coordination great tool coordinating projects. keeps everyone page communication.,1
"great, perfect. complaints",1
back greatness previously compose single message app crashed. dev's fixed issue quickly. well done.,1
everyone loves slack. count among,1
rewelacja bardzo uĺźyteczne narzädzie komunikacji w zespole!,0
tablet support chance getting tablet support anytime soon?,0
perfect! close using desktop client!,1
useful thank god finally reply faster this! thanks updates,1
slick chat app! reactions favorite part using slack. love adding own!,1
great internal comms system business,1
"was, working great, before, bugs. worse, bugd, without",0
"perfect, animated gif support",1
"need swipe images nice app, would really nice could swipe images viewing full size.",0
brilliant! best application i've found far team collaborations.,1
major problem can't provide real-time notification. love web/desktop notification much !,1
excellent app. clearly passion project. great work!,1
"free gifs reliable slower network, messages frequently send",0
useful useful good performance improvements. find way set 'online' 'away' anymore update. go?,1
love new material design,1
new menu sucks power users.,0
better groupme đ,1
one account devices,1
"extremely useful app, tendency every often glitch eat half battery realize doing. also needs let users define cap much device storage hog; recently discovered app eating nearly gig tablet's already scarce internal storage, own. clear data manually every weeks stop this.",1
can't log tried reset password can't it. says reset key expired valid.. pictures đ˘,0
continually fails upload files great works enormous trouble getting auto upload phone. usually uninstall reinstall get function - one use dropbox - work. annoying.,0
"please stop carousel! google improved gallery app (google photo) make google drive better photo backup, cannot store photos, also create interesting effects, animations story users, even, unlimited space. however, meanwhile, decided give carousel. royal user dropbox, know photo backup one important things one chooses online storage tool? wish turning point dropbox beaten google drive.",0
sort option working provided options sort (new older) never works,0
safe link gallery file manager also. anone easily get access private photos without password restriction,0
